  -3.0000000   0.5275000   0.8547211   0.9946911   0.7859338
  -2.8400000   0.5267687   0.8809195   0.9962947   0.7732745
  -2.7600000   0.5263639   0.8922578   0.9969137   0.7672524
  -2.6800000   0.5259244   0.9025514   0.9974339   0.7614222
  -2.6000000   0.5255526   0.9118899   0.9978699   0.7557373
  -2.5200000   0.5251083   0.9203573   0.9982346   0.7502803
  -2.4400000   0.5246572   0.9280315   0.9985390   0.7449273
  -2.2800000   0.5238037   0.9412877   0.9990037   0.7348451
  -2.2000000   0.5234148   0.9470016   0.9991790   0.7300985
  -2.1200000   0.5229998   0.9521884   0.9993247   0.7255617
  -1.9600000   0.5222025   0.9612163   0.9995462   0.7170351
  -1.8000000   0.5211218   0.9688545   0.9997000   0.7096671
  -1.6400000   0.5187779   0.9756628   0.9998090   0.7047301
  -1.4800000   0.5129285   0.9823807   0.9998891   0.7065955
  -1.4000000   0.5075760   0.9860148   0.9999214   0.7134426
  -1.3200000   0.4994484   0.9899649   0.9999492   0.7260703
  -1.2400000   0.4843617   0.9939835   0.9999717   0.7410970
  -1.1600000   0.4466810   0.9972155   0.9999871   0.7491311
  -1.0800000   0.3529693   0.9989911   0.9999951   0.7451855
  -1.0000000   0.2054144   0.9996818   0.9999983   0.7341025
