  -6.0000000000000000       -4.8430892398787990E-030  -5.5308437014783753E-004
  -5.9400000000000004       -2.8949495863367784E-029  -7.4434940723056952E-004
  -5.8799999999999999       -1.6894154876827277E-028  -9.9576427507726555E-004
  -5.8200000000000003       -9.6251802169091954E-028  -1.3241295219576493E-003
  -5.7599999999999998       -5.3537513967497304E-027  -1.7502441263580768E-003
  -5.7000000000000002       -2.9072639567353924E-026  -2.2996461861249464E-003
  -5.6399999999999997       -1.5413017088103998E-025  -3.0034309313292209E-003
  -5.5800000000000001       -7.9775179149393445E-025  -3.8991371262708510E-003
  -5.5199999999999996       -4.0311118526195244E-024  -5.0316868159731394E-003
  -5.4600000000000000       -1.9886522318599750E-023  -6.4543561760919419E-003
  -5.4000000000000004       -9.5778882918879431E-023  -8.2297470490200527E-003
  -5.3399999999999999       -4.5035773420949575E-022  -1.0430719798817836E-002
  -5.2800000000000002       -2.0673900221784125E-021  -1.3141238712646655E-002
  -5.2199999999999998       -9.2653992665231588E-021  -1.6457071758747364E-002
  -5.1600000000000001       -4.0539911292541115E-020  -2.0486277647979740E-002
  -5.0999999999999996       -1.7317228272655904E-019  -2.5349405522725011E-002
  -5.0400000000000000       -7.2218905444256946E-019  -3.1179326997954546E-002
  -4.9800000000000004       -2.9403589739877756E-018  -3.8120617556479101E-002
  -4.9199999999999999       -1.1687637671122743E-017  -4.6328405328162216E-002
  -4.8600000000000003       -4.5355510238724508E-017  -5.5966610899647030E-002
  -4.7999999999999998       -1.7183447759316805E-016  -6.7205512739749826E-002
  -4.7400000000000002       -6.3557599970789348E-016  -8.0218589635717680E-002
  -4.6799999999999997       -2.2950999526353746E-015  -9.5178614502348269E-002
  -4.6200000000000001       -8.0911946886718891E-015 -0.11225300299255322     
  -4.5600000000000005       -2.7848424529329844E-014 -0.13159845503703416     
  -4.5000000000000000       -9.3576229688403073E-014 -0.15335496684492900     
  -4.4399999999999995       -3.0697809550979725E-013 -0.17763933359513531     
  -4.3799999999999999       -9.8316444484589553E-013 -0.20453830715302285     
  -4.3200000000000003       -3.0741274839199572E-012 -0.23410161634558260     
  -4.2599999999999998       -9.3841408040105982E-012 -0.26633509696760471     
  -4.2000000000000002       -2.7966884559269371E-011 -0.30119421191220336     
  -4.1400000000000006       -8.1371176717978380E-011 -0.33857826572083582     
  -4.0800000000000001       -2.3113942871074990E-010 -0.37832562968807770     
  -4.0199999999999996       -6.4099465344636180E-010 -0.42021029106405289     
  -3.9600000000000000       -1.7354484227940803E-009 -0.46394002109164634     
  -3.8999999999999999       -4.5871817466475404E-009 -0.50915642060755062     
  -3.8399999999999999       -1.1837421617474661E-008 -0.55543704869801969     
  -3.7800000000000002       -2.9822580364959505E-008 -0.60229977048306449     
  -3.7200000000000002       -7.3351711448383499E-008 -0.64920937668515055     
  -3.6600000000000001       -1.7613765798223122E-007 -0.69558643349909544     
  -3.6000000000000001       -4.1292494158732862E-007 -0.74081822068171987     
  -3.5400000000000000       -9.4507646252600049E-007 -0.78427151377155724     
  -3.4800000000000000       -2.1117364222066263E-006 -0.82530686849168455     
  -3.4199999999999999       -4.6066944370861614E-006 -0.86329397741631941     
  -3.3600000000000003       -9.8110623273522228E-006 -0.89762759643043533     
  -3.3000000000000003       -2.0399503411171851E-005 -0.92774348632854919     
  -3.2400000000000002       -4.1409509725347898E-005 -0.95313378707749830     
  -3.1800000000000002       -8.2064913157252619E-005 -0.97336124152432413     
  -3.1200000000000001       -1.5877856490002025E-004 -0.98807171286190409     
  -3.0600000000000001       -2.9991843608222034E-004 -0.99700449550332526     
  -3.0000000000000000       -5.5308437014783753E-004 -0.99999999999990818     
  -2.9399999999999999       -9.9576427507726555E-004 -0.99700449550320469     
  -2.8799999999999999       -1.7502441263580768E-003 -0.98807171286162476     
